"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",13,145,393,304,573
"GM",85,47800,234881,6031,13486
"Tolerant",72,233693,179261,12676,19688
"Vulnerable",92,4730,16127,37630,20045
"Unclassified",606,16989,33335,28528,121544
