"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",5,279,171,20,578
"GM",151,149878,465988,976,50900
"Tolerant",167,480915,169222,1977,47273
"Vulnerable",7,2256,3281,8448,9563
"Unclassified",298,47695,24220,4409,153121
