"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",1,0,0,1
"GM",20579,626180,799,20083
"Tolerant",572137,242389,3440,27173
"Vulnerable",1804,3965,11423,3929
"Unclassified",19847,33039,33942,42792
