"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",25127,1021077,8236,6179
"Tolerant",1031722,709625,48400,7518
"Vulnerable",8013,50058,100385,36779
"Unclassified",21357,31574,61710,420895
