"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",3,38,39,5,116
"GM",161,112821,378846,2466,24402
"Tolerant",77,389048,58423,2152,22914
"Vulnerable",0,984,1250,2630,4916
"Unclassified",5,12356,15112,3291,49135
