"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",124270,41025,10950,2157,228
"GM",80645,406279,85897,1510,750
"Tolerant",8546,92551,48820,671,96
"Vulnerable",962,905,46,488,10
"Unclassified",97,1072,71,88,72381
