"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",37208,8579,78293,13,57128
"GM",7855,7504,29268,21,8288
"Tolerant",119853,81816,237759,20,206641
"Unclassified",67270,14770,111969,3,361122
