"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",17434,0,18606,15720,25657
"GM",0,0,2,0,1
"Tolerant",10863,1,174115,52454,27014
"Vulnerable",18682,1,69251,278071,73499
"Unclassified",44646,8,63076,138568,177695
