"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",97,147,22,0
"GM",19623,376291,2009,557
"Tolerant",333243,745321,5893,2144
"Vulnerable",1173,4117,7210,1295
"Unclassified",497,2251,318,144163
