"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",10664,42013,2990,18099
"Tolerant",49937,42069,16120,45729
"Vulnerable",5107,24456,175262,95338
"Unclassified",21246,38384,143715,937542
