"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",584,321,254,195
"GM",0,0,0,1
"Tolerant",229,2436,153,99
"Vulnerable",212,376,18642,686
"Unclassified",810,233,3299,40825
