"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,0,2
"GM",44,6,5,30
"Tolerant",13,2,5,132
"Vulnerable",4,0,494,1465
"Unclassified",79,28,1828,24908
