"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",23263,4480,48362,845,729
"GM",6854,146472,42805,8053,312
"Tolerant",10720,108724,1131525,17521,5934
"Vulnerable",912,6969,7765,47842,551
"Unclassified",1269,1758,12645,5758,359215
