"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",1,57,1,0
"GM",6160,173451,739,405
"Tolerant",165419,456455,5371,1666
"Vulnerable",1370,7830,9102,971
"Unclassified",594,3008,939,126928
