"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",11,10,192,45
"GM",0,0,8,0
"Tolerant",8,6220,2248,30
"Vulnerable",40,1420,129774,7614
"Unclassified",26,249,9363,76065
