"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",29874,851,3567,30688
"Tolerant",1745,10704,10509,6212
"Vulnerable",4574,11602,76952,34040
"Unclassified",9292,2444,10794,154869
