"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",1241,20,79,359
"GM",8840,2937,333,1224
"Tolerant",1882,288,104,322
"Vulnerable",529,42,7376,10716
"Unclassified",2365,186,18732,26953
