"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",658,317,37,257
"GM",173000,140867,1095,6108
"Tolerant",161742,12517,1224,1630
"Vulnerable",2290,1017,32034,25291
"Unclassified",10583,2218,17237,387567
