"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",1006,1177,6864,712,941
"GM",454,11906,325849,6029,2639
"Tolerant",7293,385303,763791,23960,11435
"Vulnerable",751,2476,28184,147630,6137
"Unclassified",153,4201,15804,9961,268512
