"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",334,26,642,716,1137
"GM",174,140,591,290,288
"Tolerant",573,387,6148,1924,2154
"Vulnerable",1683,281,3285,57734,24644
"Unclassified",4993,266,5899,17204,92563
