"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,0,10
"GM",0,0,0,2
"Tolerant",0,1,8,190
"Vulnerable",0,1,93,619
"Unclassified",25,61,1074,4417
