"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",288,1038,1037,7287
"Tolerant",1553,28991,37402,23426
"Vulnerable",1140,27340,179350,65308
"Unclassified",11256,22344,76612,421381
