"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",123,10,115,417,226
"GM",8,43,687,70,18
"Tolerant",229,1246,8826,3250,475
"Vulnerable",311,37,2067,47633,7083
"Unclassified",607,144,1959,15570,30973
