"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,0,2,2
"GM",0,10,16,6,2
"Tolerant",1,39,647,108,28
"Vulnerable",25,47,169,2171,3790
"Unclassified",51,483,400,2909,19097
