"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,0,1
"GM",1,3,2,4
"Tolerant",36,88,15,207
"Vulnerable",25,104,9301,46545
"Unclassified",18,149,8341,55018
