"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,0,11
"GM",0,0,1,26
"Tolerant",1,85,98,600
"Vulnerable",0,40,12293,19391
"Unclassified",0,88,12471,74753
