"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,5,4,1,54
"GM",1,12864,115121,136,2784
"Tolerant",5,121254,20489,81,2348
"Vulnerable",0,238,237,1625,1379
"Unclassified",39,3487,3549,2038,23961
