"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"GM",0,494,468,135,1260
"Tolerant",0,181,752,103,1201
"Vulnerable",0,23,46,52,229
"Unclassified",2,1085,1091,16829,79327
