"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",271,90,726,72,163
"GM",222,2336,25335,986,36
"Tolerant",1410,25629,93998,4068,2453
"Vulnerable",86,490,2385,11767,1172
"Unclassified",473,331,7406,3653,65500
