"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",52550,1078268,20375,21259
"GM",0,2,0,0
"Tolerant",1071944,165283,167930,15025
"Vulnerable",17894,169172,276655,30761
"Unclassified",78536,41241,207917,213053
