"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",16319,94355,3111,9729
"GM",19,1,0,0
"Tolerant",94007,143386,29804,12675
"Vulnerable",6533,31829,21473,6243
"Unclassified",19171,46227,4431,215802
