"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",1432,1,2163,854,5268
"GM",197,6,2243,133,365
"Tolerant",2647,920,169790,11624,46432
"Vulnerable",11,2,1480,19,422
"Unclassified",5194,66,24172,101890,241222
