"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",62,29,17,101,638
"GM",24,28,23,90,268
"Tolerant",18,26,14,117,533
"Vulnerable",116,72,37,1653,3921
"Unclassified",4874,1090,870,14825,30586
