"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",393,20,240,231,234
"GM",3,5,117,103,9
"Tolerant",143,487,6000,1678,394
"Vulnerable",54,28,617,111383,4171
"Unclassified",195,11,341,4816,105278
