"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",8890,12945,4188,1195,1127
"GM",3420,211159,60891,8929,1924
"Tolerant",2035,76446,28598,3155,849
"Vulnerable",59,16213,5218,15787,998
"Unclassified",154,1726,3712,910,169477
