"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",2368,17305,6017,439,375
"GM",7168,222085,267909,3856,1614
"Tolerant",3904,276759,58115,4082,1191
"Vulnerable",942,6200,1507,4195,4685
"Unclassified",1061,6258,3181,6818,55638
