"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",4,14,0,50
"GM",22,306,8,138
"Tolerant",87,663,28,226
"Vulnerable",129,1235,379,754
"Unclassified",69,480,609,20366
