"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,0,3
"GM",0,0,0,30
"Tolerant",0,0,0,55
"Vulnerable",0,0,148,1252
"Unclassified",18,57,972,5395
