"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",3261,8306,5069,1714
"Tolerant",6685,27275,31627,5917
"Vulnerable",3231,28146,196427,23665
"Unclassified",8441,16456,107098,133835
