"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,1,2,11
"GM",0,0,0,3
"Tolerant",237,2139,336,585
"Vulnerable",48,598,27194,903
"Unclassified",61,72,4824,43009
