"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",4,2,0,15
"GM",1272,5501,47,391
"Tolerant",5008,2648,52,412
"Vulnerable",7,28,758,752
"Unclassified",691,1085,1076,10815
