"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",21,310,92,192,770
"GM",1536,36917,8474,3752,8900
"Tolerant",374,11586,2453,1110,2073
"Vulnerable",83,1365,188,24458,15026
"Unclassified",290,5289,1839,19799,261925
