"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",40,8,28,4,153
"GM",119,20438,308176,1657,9198
"Tolerant",654,275282,171982,4640,22027
"Vulnerable",3,2478,9455,28278,4662
"Unclassified",1323,21192,32753,21449,67170
