"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",620,337,15,2457
"Tolerant",2348,8852,604,13687
"Vulnerable",1408,368,8210,10888
"Unclassified",3792,2843,13736,143296
