"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",87,266,780,294,1332
"GM",155,77260,115326,3792,17834
"Tolerant",2902,206049,286028,28871,91951
"Vulnerable",68,6597,27214,79296,30400
"Unclassified",1219,24948,70435,206873,618914
