"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",1172,6555,284,7837
"Tolerant",6532,12633,5560,19706
"Vulnerable",420,5478,99137,78001
"Unclassified",5783,14614,45720,267729
