"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",124,212,6889,142,4425
"GM",485,5878,38689,296,9318
"Tolerant",5053,36927,834227,21132,90731
"Vulnerable",75,682,14955,17715,53451
"Unclassified",285,955,14870,3338,146107
