"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,24,0,64
"GM",30747,499101,182,5013
"Tolerant",487938,204544,364,8360
"Vulnerable",418,681,4267,2525
"Unclassified",8602,19397,5755,107785
