"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,5,43,737,1824
"GM",5,4,145,82,125
"Tolerant",51,277,361,95,599
"Vulnerable",0,0,120,17155,2813
"Unclassified",15,15,62,5744,25723
