"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",66350,11283,7431,13937
"GM",0,34,0,0
"Tolerant",28262,299359,357282,3474
"Vulnerable",22564,403388,506139,11791
"Unclassified",24258,8361,14957,212840
