"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",75589,5325,10800,4119,19931
"GM",1928,428,987,155,809
"Tolerant",7122,1060,19094,279,3529
"Vulnerable",855,19,129,8590,6238
"Unclassified",17356,4568,2543,15695,451566
