"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,0,2
"GM",429,883,16,1378
"Tolerant",2730,5356,394,9309
"Vulnerable",1635,2374,291,68570
"Unclassified",4432,6524,807,246938
