"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",3,49,78,548
"GM",1325,1374,57,221
"Tolerant",393,1281,213,346
"Vulnerable",38,279,11902,2190
"Unclassified",177,523,8601,76818
