"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,5,11,89
"GM",0,2,3,36
"Tolerant",7,252,205,1379
"Vulnerable",12,377,4668,13099
"Unclassified",31,805,11425,41567
