"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,1,0,2
"GM",61393,330009,110,28176
"Tolerant",405630,323201,643,44729
"Vulnerable",233,296,1683,1907
"Unclassified",7006,18095,1716,92107
