"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",11,453,31,168
"GM",0,0,0,1
"Tolerant",386,1872,1803,631
"Vulnerable",96,2241,44468,972
"Unclassified",714,3184,61831,45565
