"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,0,6
"GM",2,2,9,74
"Tolerant",2,73,7,198
"Vulnerable",10,8,125,1038
"Unclassified",136,117,843,12174
