"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,3,0,3
"GM",15,24,32,132
"Tolerant",4,24,24,125
"Vulnerable",30,23,866,2784
"Unclassified",104,106,3440,7032
