"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",615,6249,2727,284,3
"GM",3837,143184,183333,2178,7075
"Tolerant",1773,191922,49352,1917,2690
"Vulnerable",83,1206,1028,4477,3004
"Unclassified",3,5796,2718,5458,66033
