"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",18,179,29,48
"GM",24122,97121,908,9434
"Tolerant",105925,16730,461,9127
"Vulnerable",1999,1904,29492,45975
"Unclassified",20192,16074,37006,295681
