"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",4,7,13,47
"GM",18055,90592,2935,10435
"Tolerant",92080,15464,4028,14442
"Vulnerable",3788,5461,72321,83659
"Unclassified",12624,14570,98778,173122
