"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",834,3124,1943,6660
"Tolerant",16060,256081,117838,31294
"Vulnerable",1166,120694,86602,64994
"Unclassified",2505,12229,13663,108791
