"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",6592,7914,2602,5544
"Tolerant",10816,290126,120728,7889
"Vulnerable",1976,138950,124816,9893
"Unclassified",1231,9066,8832,97503
