"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",53415,13429,1791,15694,104464
"GM",12866,91853,9614,16763,15782
"Tolerant",5589,34391,5252,9742,9551
"Vulnerable",8972,20706,2882,19046,33441
"Unclassified",14269,2486,403,5395,102781
